,latent_x,latent_y,Co,Cr,Fe,Ni,Mn,Al
16745,1.829145729,-0.663316583,0.152764,0.161012,0.174714,0.143244,0.035807,0.332459
16746,1.869346734,-0.663316583,0.153072,0.160578,0.174582,0.14205,0.035692,0.334025
16747,1.909547739,-0.663316583,0.153377,0.16018,0.174415,0.140854,0.035585,0.335589
16748,1.949748744,-0.663316583,0.153678,0.159815,0.174217,0.139655,0.035486,0.337149
16749,1.989949749,-0.663316583,0.153975,0.159484,0.173986,0.138455,0.035393,0.338707
16750,2.030150754,-0.663316583,0.154269,0.159184,0.173724,0.137254,0.035308,0.340261
16751,2.070351759,-0.663316583,0.15456,0.158915,0.173433,0.136053,0.03523,0.341811
16752,2.110552764,-0.663316583,0.154847,0.158675,0.173112,0.134851,0.035158,0.343356
16753,2.150753769,-0.663316583,0.155132,0.158465,0.172764,0.133649,0.035093,0.344898
16754,2.190954774,-0.663316583,0.155414,0.158282,0.172389,0.132448,0.035034,0.346434
16755,2.231155779,-0.663316583,0.155694,0.158126,0.171987,0.131247,0.034981,0.347964
16756,2.271356784,-0.663316583,0.155971,0.157997,0.17156,0.130048,0.034934,0.34949
16757,2.311557789,-0.663316583,0.156246,0.157893,0.171109,0.128851,0.034893,0.351008
16758,2.351758794,-0.663316583,0.156519,0.157813,0.170634,0.127655,0.034857,0.352521
16759,2.391959799,-0.663316583,0.15679,0.157757,0.170137,0.126462,0.034827,0.354026
16760,2.432160804,-0.663316583,0.157059,0.157725,0.169618,0.125271,0.034803,0.355525
16761,2.472361809,-0.663316583,0.157326,0.157715,0.169077,0.124083,0.034783,0.357015
16762,2.512562814,-0.663316583,0.157592,0.157727,0.168517,0.122898,0.034769,0.358498
16763,2.552763819,-0.663316583,0.157856,0.15776,0.167937,0.121716,0.034759,0.359972
16764,2.592964824,-0.663316583,0.158118,0.157813,0.167338,0.120538,0.034755,0.361438
16765,2.633165829,-0.663316583,0.158379,0.157887,0.16672,0.119364,0.034755,0.362895
16766,2.673366834,-0.663316583,0.158639,0.15798,0.166086,0.118194,0.034759,0.364342
16767,2.713567839,-0.663316583,0.158898,0.158092,0.165435,0.117028,0.034768,0.36578
16768,2.753768844,-0.663316583,0.159155,0.158222,0.164768,0.115866,0.034782,0.367208
16769,2.793969849,-0.663316583,0.159411,0.158371,0.164085,0.114709,0.034799,0.368625
16770,2.834170854,-0.663316583,0.159665,0.158537,0.163388,0.113557,0.034821,0.370032
16771,2.874371859,-0.663316583,0.159919,0.15872,0.162676,0.11241,0.034847,0.371427
16772,2.914572864,-0.663316583,0.160171,0.15892,0.161952,0.111269,0.034877,0.372812
16773,2.954773869,-0.663316583,0.160423,0.159136,0.161214,0.110132,0.034911,0.374184
16774,2.994974874,-0.663316583,0.160673,0.159367,0.160464,0.109002,0.034948,0.375545
16775,3.035175879,-0.663316583,0.160923,0.159615,0.159702,0.107877,0.03499,0.376894
16776,3.075376884,-0.663316583,0.161171,0.159877,0.158929,0.106758,0.035035,0.378231
16777,3.115577889,-0.663316583,0.161419,0.160154,0.158146,0.105645,0.035083,0.379554
16778,3.155778894,-0.663316583,0.161665,0.160445,0.157352,0.104538,0.035135,0.380865
16779,3.195979899,-0.663316583,0.161911,0.16075,0.156549,0.103437,0.03519,0.382163
16780,3.236180905,-0.663316583,0.162155,0.161069,0.155736,0.102343,0.035249,0.383447
16781,3.27638191,-0.663316583,0.162399,0.161401,0.154915,0.101256,0.035311,0.384718
16782,3.316582915,-0.663316583,0.162642,0.161747,0.154086,0.100175,0.035376,0.385975
16783,3.35678392,-0.663316583,0.162884,0.162105,0.153248,0.0991,0.035445,0.387217
16784,3.396984925,-0.663316583,0.163125,0.162476,0.152404,0.098033,0.035516,0.388446
16785,3.43718593,-0.663316583,0.163365,0.162859,0.151553,0.096972,0.035591,0.38966
16786,3.477386935,-0.663316583,0.163605,0.163254,0.150695,0.095919,0.035668,0.390859
16787,3.51758794,-0.663316583,0.163843,0.163661,0.149831,0.094873,0.035749,0.392043
16788,3.557788945,-0.663316583,0.164081,0.16408,0.148962,0.093833,0.035832,0.393213
16789,3.59798995,-0.663316583,0.164317,0.164509,0.148087,0.092802,0.035918,0.394367
16790,3.638190955,-0.663316583,0.164553,0.16495,0.147208,0.091777,0.036007,0.395505
16791,3.67839196,-0.663316583,0.164788,0.165402,0.146323,0.09076,0.036098,0.396629
16792,3.718592965,-0.663316583,0.165022,0.165864,0.145435,0.08975,0.036193,0.397736
16793,3.75879397,-0.663316583,0.165255,0.166337,0.144543,0.088748,0.036289,0.398828
16794,3.798994975,-0.663316583,0.165487,0.16682,0.143647,0.087753,0.036389,0.399904
16795,3.83919598,-0.663316583,0.165719,0.167314,0.142748,0.086766,0.036491,0.400963
16796,3.879396985,-0.663316583,0.165949,0.167817,0.141846,0.085786,0.036595,0.402007
16797,3.91959799,-0.663316583,0.166179,0.16833,0.140942,0.084814,0.036702,0.403034
16798,3.959798995,-0.663316583,0.166407,0.168852,0.140035,0.08385,0.036811,0.404045
16799,4,-0.663316583,0.166635,0.169384,0.139126,0.082894,0.036923,0.405039
16800,-4,-0.623115578,0.188,0.226262,0.130913,0.277295,0.097755,0.079776
16801,-3.959798995,-0.623115578,0.188272,0.224794,0.131726,0.277801,0.097336,0.080072
16802,-3.91959799,-0.623115578,0.188531,0.223345,0.13254,0.278295,0.096912,0.080376
16803,-3.879396985,-0.623115578,0.188779,0.221915,0.133354,0.278777,0.096485,0.080689
16804,-3.83919598,-0.623115578,0.189014,0.220503,0.134168,0.279248,0.096055,0.081012
16805,-3.798994975,-0.623115578,0.189236,0.21911,0.134982,0.279707,0.09562,0.081344
16806,-3.75879397,-0.623115578,0.189446,0.217737,0.135796,0.280154,0.095182,0.081686
16807,-3.718592965,-0.623115578,0.189642,0.216382,0.13661,0.280588,0.09474,0.082039
16808,-3.67839196,-0.623115578,0.189825,0.215046,0.137423,0.281011,0.094294,0.082402
16809,-3.638190955,-0.623115578,0.189995,0.213729,0.138235,0.28142,0.093845,0.082776
16810,-3.59798995,-0.623115578,0.190151,0.212432,0.139047,0.281818,0.093392,0.083162
16811,-3.557788945,-0.623115578,0.190293,0.211153,0.139858,0.282202,0.092935,0.083559
16812,-3.51758794,-0.623115578,0.190421,0.209894,0.140668,0.282574,0.092474,0.083969
16813,-3.477386935,-0.623115578,0.190535,0.208655,0.141477,0.282932,0.09201,0.084391
16814,-3.43718593,-0.623115578,0.190634,0.207435,0.142284,0.283277,0.091543,0.084826
16815,-3.396984925,-0.623115578,0.190719,0.206234,0.143091,0.283609,0.091072,0.085275
16816,-3.35678392,-0.623115578,0.190789,0.205053,0.143895,0.283928,0.090597,0.085738
16817,-3.316582915,-0.623115578,0.190844,0.203892,0.144698,0.284232,0.090118,0.086216
16818,-3.27638191,-0.623115578,0.190884,0.202751,0.145499,0.284522,0.089636,0.086708
16819,-3.236180905,-0.623115578,0.190908,0.201629,0.146298,0.284798,0.089151,0.087216
16820,-3.195979899,-0.623115578,0.190916,0.200528,0.147094,0.28506,0.088662,0.08774
16821,-3.155778894,-0.623115578,0.190909,0.199447,0.147888,0.285307,0.08817,0.08828
16822,-3.115577889,-0.623115578,0.190886,0.198386,0.148679,0.285538,0.087674,0.088838
16823,-3.075376884,-0.623115578,0.190846,0.197345,0.149466,0.285755,0.087175,0.089413
16824,-3.035175879,-0.623115578,0.19079,0.196325,0.150251,0.285956,0.086672,0.090007
16825,-2.994974874,-0.623115578,0.190717,0.195325,0.151032,0.28614,0.086166,0.090619
16826,-2.954773869,-0.623115578,0.190628,0.194346,0.15181,0.286309,0.085656,0.091251
16827,-2.914572864,-0.623115578,0.190521,0.193388,0.152583,0.286461,0.085144,0.091904
16828,-2.874371859,-0.623115578,0.190397,0.192451,0.153352,0.286596,0.084628,0.092577
16829,-2.834170854,-0.623115578,0.190255,0.191535,0.154117,0.286713,0.084108,0.093272
16830,-2.793969849,-0.623115578,0.190096,0.19064,0.154877,0.286813,0.083586,0.093989
16831,-2.753768844,-0.623115578,0.189919,0.189766,0.155631,0.286894,0.08306,0.09473
16832,-2.713567839,-0.623115578,0.189723,0.188914,0.15638,0.286957,0.082531,0.095494
16833,-2.673366834,-0.623115578,0.18951,0.188084,0.157123,0.287001,0.081999,0.096284
16834,-2.633165829,-0.623115578,0.189277,0.187275,0.15786,0.287025,0.081464,0.097099
16835,-2.592964824,-0.623115578,0.189026,0.186488,0.15859,0.287029,0.080926,0.09794
16836,-2.552763819,-0.623115578,0.188756,0.185724,0.159313,0.287012,0.080385,0.098809
16837,-2.512562814,-0.623115578,0.188467,0.184982,0.160029,0.286974,0.079841,0.099707
16838,-2.472361809,-0.623115578,0.188159,0.184262,0.160737,0.286915,0.079293,0.100634
16839,-2.432160804,-0.623115578,0.187831,0.183565,0.161438,0.286833,0.078743,0.101591
16840,-2.391959799,-0.623115578,0.187483,0.182891,0.162129,0.286727,0.078191,0.102579
16841,-2.351758794,-0.623115578,0.187115,0.18224,0.162811,0.286599,0.077635,0.1036
16842,-2.311557789,-0.623115578,0.186727,0.181612,0.163484,0.286445,0.077076,0.104655
16843,-2.271356784,-0.623115578,0.186319,0.181007,0.164147,0.286267,0.076515,0.105745
16844,-2.231155779,-0.623115578,0.18589,0.180427,0.164799,0.286063,0.075951,0.10687
16845,-2.190954774,-0.623115578,0.18544,0.17987,0.16544,0.285832,0.075385,0.108033
16846,-2.150753769,-0.623115578,0.18497,0.179337,0.16607,0.285573,0.074816,0.109234
16847,-2.110552764,-0.623115578,0.184479,0.178829,0.166687,0.285286,0.074245,0.110475
16848,-2.070351759,-0.623115578,0.183966,0.178345,0.167292,0.28497,0.073671,0.111757
16849,-2.030150754,-0.623115578,0.183432,0.177886,0.167883,0.284623,0.073094,0.113082
16850,-1.989949749,-0.623115578,0.182876,0.177452,0.168461,0.284245,0.072515,0.11445
16851,-1.949748744,-0.623115578,0.182299,0.177044,0.169023,0.283835,0.071935,0.115865
16852,-1.909547739,-0.623115578,0.181699,0.176661,0.169571,0.283391,0.071351,0.117326
16853,-1.869346734,-0.623115578,0.181078,0.176305,0.170102,0.282913,0.070766,0.118836
16854,-1.829145729,-0.623115578,0.180434,0.175974,0.170617,0.282399,0.070179,0.120396
16855,-1.788944724,-0.623115578,0.179769,0.175671,0.171114,0.281849,0.069589,0.122009
16856,-1.748743719,-0.623115578,0.17908,0.175394,0.171593,0.28126,0.068998,0.123675
16857,-1.708542714,-0.623115578,0.17837,0.175144,0.172053,0.280632,0.068405,0.125396
16858,-1.668341709,-0.623115578,0.177636,0.174922,0.172493,0.279963,0.06781,0.127175
16859,-1.628140704,-0.623115578,0.17688,0.174729,0.172913,0.279252,0.067214,0.129014
16860,-1.587939698,-0.623115578,0.176101,0.174563,0.173311,0.278497,0.066615,0.130913
16861,-1.547738693,-0.623115578,0.175299,0.174427,0.173686,0.277697,0.066016,0.132876
16862,-1.507537688,-0.623115578,0.174473,0.174319,0.174038,0.27685,0.065415,0.134905
16863,-1.467336683,-0.623115578,0.173625,0.174241,0.174365,0.275955,0.064812,0.137001
16864,-1.427135678,-0.623115578,0.172754,0.174194,0.174667,0.27501,0.064209,0.139166
16865,-1.386934673,-0.623115578,0.171859,0.174177,0.174942,0.274014,0.063604,0.141404
16866,-1.346733668,-0.623115578,0.170941,0.174192,0.17519,0.272964,0.062999,0.143715
16867,-1.306532663,-0.623115578,0.17,0.174238,0.175409,0.271858,0.062392,0.146104
16868,-1.266331658,-0.623115578,0.169035,0.174316,0.175598,0.270695,0.061785,0.148571
16869,-1.226130653,-0.623115578,0.168047,0.174427,0.175756,0.269473,0.061177,0.151119
16870,-1.185929648,-0.623115578,0.167036,0.174572,0.175882,0.26819,0.060569,0.153752
16871,-1.145728643,-0.623115578,0.165962,0.174762,0.176001,0.266914,0.059948,0.156412
16872,-1.105527638,-0.623115578,0.164743,0.175023,0.176175,0.265803,0.059291,0.158965
16873,-1.065326633,-0.623115578,0.163646,0.175325,0.176245,0.264525,0.058684,0.161576
16874,-1.025125628,-0.623115578,0.16317,0.175695,0.175943,0.262716,0.058301,0.164175
16875,-0.984924623,-0.623115578,0.162696,0.176104,0.175597,0.26083,0.057924,0.166849
16876,-0.944723618,-0.623115578,0.162221,0.176554,0.175207,0.258867,0.057553,0.169599
16877,-0.904522613,-0.623115578,0.161747,0.177045,0.17477,0.256824,0.057188,0.172426
16878,-0.864321608,-0.623115578,0.161274,0.17758,0.174286,0.2547,0.05683,0.175331
16879,-0.824120603,-0.623115578,0.160801,0.178158,0.173754,0.252492,0.056479,0.178316
16880,-0.783919598,-0.623115578,0.16033,0.178783,0.173171,0.250199,0.056135,0.181383
16881,-0.743718593,-0.623115578,0.159859,0.179454,0.172537,0.247819,0.055798,0.184533
16882,-0.703517588,-0.623115578,0.159391,0.180174,0.171851,0.24535,0.055468,0.187766
16883,-0.663316583,-0.623115578,0.158923,0.180944,0.17111,0.242791,0.055146,0.191085
16884,-0.623115578,-0.623115578,0.158458,0.181767,0.170314,0.24014,0.054832,0.194489
16885,-0.582914573,-0.623115578,0.157994,0.182643,0.169461,0.237395,0.054526,0.197981
16886,-0.542713568,-0.623115578,0.157532,0.183575,0.168549,0.234555,0.054228,0.201561
16887,-0.502512563,-0.623115578,0.157072,0.184564,0.167577,0.231617,0.053939,0.20523
16888,-0.462311558,-0.623115578,0.156615,0.185614,0.166543,0.22858,0.05366,0.208988
16889,-0.422110553,-0.623115578,0.15616,0.186727,0.165445,0.225443,0.053389,0.212836
16890,-0.381909548,-0.623115578,0.15619,0.187623,0.164993,0.222657,0.05323,0.215308
16891,-0.341708543,-0.623115578,0.155498,0.18835,0.164379,0.219991,0.052829,0.218954
16892,-0.301507538,-0.623115578,0.154335,0.188994,0.163607,0.217335,0.052277,0.223453
16893,-0.261306533,-0.623115578,0.153267,0.189707,0.162806,0.214569,0.051764,0.227886
16894,-0.221105528,-0.623115578,0.152293,0.190495,0.161973,0.211694,0.051292,0.232254
16895,-0.180904523,-0.623115578,0.151411,0.191364,0.161105,0.208707,0.050859,0.236554
16896,-0.140703518,-0.623115578,0.150619,0.19232,0.1602,0.20561,0.050465,0.240787
16897,-0.100502513,-0.623115578,0.149915,0.193371,0.159252,0.202399,0.050111,0.244953
16898,-0.060301508,-0.623115578,0.149206,0.193371,0.159213,0.200557,0.049583,0.24807
16899,-0.020100503,-0.623115578,0.148578,0.19329,0.159295,0.19883,0.049065,0.250941
16900,0.020100503,-0.623115578,0.148041,0.193232,0.159413,0.197086,0.048575,0.253653
16901,0.060301508,-0.623115578,0.147807,0.192965,0.160078,0.195659,0.048065,0.255427
16902,0.100502513,-0.623115578,0.14799,0.192369,0.161573,0.194721,0.047508,0.255838
16903,0.140703518,-0.623115578,0.148234,0.191838,0.163051,0.193715,0.046988,0.256175
16904,0.180904523,-0.623115578,0.148536,0.191372,0.164505,0.192637,0.046504,0.256446
16905,0.221105528,-0.623115578,0.148644,0.190793,0.165674,0.191555,0.046018,0.257315
16906,0.261306533,-0.623115578,0.148625,0.189213,0.166473,0.190449,0.045495,0.259746
16907,0.301507538,-0.623115578,0.148612,0.187696,0.167243,0.189333,0.044992,0.262124
16908,0.341708543,-0.623115578,0.148608,0.186241,0.167984,0.18821,0.044508,0.26445
16909,0.381909548,-0.623115578,0.148611,0.184845,0.168697,0.187078,0.044042,0.266727
16910,0.422110553,-0.623115578,0.148621,0.183506,0.169381,0.18594,0.043595,0.268957
16911,0.462311558,-0.623115578,0.14864,0.182223,0.170038,0.184793,0.043165,0.27114
16912,0.502512563,-0.623115578,0.148667,0.180994,0.170666,0.183641,0.042752,0.27328
16913,0.542713568,-0.623115578,0.148703,0.179818,0.171265,0.182481,0.042355,0.275377
16914,0.582914573,-0.623115578,0.148746,0.178692,0.171837,0.181316,0.041975,0.277434
16915,0.623115578,-0.623115578,0.148798,0.177615,0.172381,0.180144,0.04161,0.279452
16916,0.663316583,-0.623115578,0.148858,0.176586,0.172896,0.178967,0.041259,0.281433
16917,0.703517588,-0.623115578,0.148927,0.175603,0.173384,0.177785,0.040924,0.283377
16918,0.743718593,-0.623115578,0.149004,0.174665,0.173844,0.176597,0.040602,0.285288
16919,0.783919598,-0.623115578,0.149089,0.17377,0.174276,0.175405,0.040294,0.287166
16920,0.824120603,-0.623115578,0.149182,0.172918,0.174681,0.174208,0.039999,0.289013
16921,0.864321608,-0.623115578,0.149283,0.172106,0.175058,0.173007,0.039717,0.290829
16922,0.904522613,-0.623115578,0.149392,0.171334,0.175407,0.171802,0.039447,0.292617
16923,0.944723618,-0.623115578,0.149509,0.170601,0.17573,0.170593,0.03919,0.294378
16924,0.984924623,-0.623115578,0.149633,0.169905,0.176025,0.16938,0.038944,0.296113
16925,1.025125628,-0.623115578,0.149766,0.169245,0.176293,0.168165,0.038709,0.297822
16926,1.065326633,-0.623115578,0.149905,0.168621,0.176535,0.166946,0.038485,0.299508
16927,1.105527638,-0.623115578,0.150052,0.168031,0.176749,0.165724,0.038272,0.301171
16928,1.145728643,-0.623115578,0.150207,0.167475,0.176938,0.1645,0.038069,0.302812
16929,1.185929648,-0.623115578,0.150368,0.16695,0.1771,0.163274,0.037876,0.304432
16930,1.226130653,-0.623115578,0.150536,0.166457,0.177236,0.162045,0.037693,0.306033
16931,1.266331658,-0.623115578,0.150711,0.165995,0.177346,0.160815,0.037519,0.307615
16932,1.306532663,-0.623115578,0.150892,0.165563,0.17743,0.159583,0.037354,0.309178
16933,1.346733668,-0.623115578,0.15108,0.165159,0.177489,0.158349,0.037198,0.310725
16934,1.386934673,-0.623115578,0.151274,0.164784,0.177522,0.157114,0.037051,0.312255
16935,1.427135678,-0.623115578,0.151474,0.164436,0.177531,0.155879,0.036912,0.313769
16936,1.467336683,-0.623115578,0.15168,0.164115,0.177515,0.154642,0.036781,0.315268
16937,1.507537688,-0.623115578,0.151891,0.163819,0.177474,0.153405,0.036658,0.316753
16938,1.547738693,-0.623115578,0.152108,0.163549,0.177409,0.152168,0.036543,0.318223
16939,1.587939698,-0.623115578,0.15233,0.163303,0.17732,0.15093,0.036435,0.319681
16940,1.628140704,-0.623115578,0.152558,0.163081,0.177208,0.149693,0.036335,0.321126
16941,1.668341709,-0.623115578,0.15279,0.162883,0.177072,0.148455,0.036241,0.322559
16942,1.708542714,-0.623115578,0.153027,0.162707,0.176913,0.147219,0.036154,0.32398
16943,1.748743719,-0.623115578,0.153282,0.162457,0.176751,0.145986,0.03606,0.325464
16944,1.788944724,-0.623115578,0.15357,0.161987,0.176612,0.144761,0.035936,0.327135
16945,1.829145729,-0.623115578,0.153854,0.161554,0.176438,0.143533,0.03582,0.328801
16946,1.869346734,-0.623115578,0.154134,0.161155,0.176232,0.142304,0.035712,0.330462
16947,1.909547739,-0.623115578,0.154412,0.160791,0.175994,0.141074,0.035611,0.332118
16948,1.949748744,-0.623115578,0.154686,0.16046,0.175724,0.139843,0.035518,0.333768
16949,1.989949749,-0.623115578,0.154958,0.16016,0.175426,0.138613,0.035432,0.335413
16950,2.030150754,-0.623115578,0.155227,0.159891,0.175098,0.137382,0.035352,0.33705
16951,2.070351759,-0.623115578,0.155493,0.159652,0.174742,0.136152,0.035279,0.338682
16952,2.110552764,-0.623115578,0.155758,0.159441,0.17436,0.134923,0.035213,0.340306
16953,2.150753769,-0.623115578,0.15602,0.159259,0.173951,0.133695,0.035153,0.341923
16954,2.190954774,-0.623115578,0.15628,0.159103,0.173517,0.132468,0.035099,0.343533
16955,2.231155779,-0.623115578,0.156538,0.158974,0.173058,0.131244,0.035051,0.345135
16956,2.271356784,-0.623115578,0.156795,0.15887,0.172576,0.130022,0.035009,0.346728
16957,2.311557789,-0.623115578,0.15705,0.15879,0.172072,0.128803,0.034972,0.348313
16958,2.351758794,-0.623115578,0.157304,0.158735,0.171545,0.127586,0.034941,0.349889
16959,2.391959799,-0.623115578,0.157556,0.158702,0.170998,0.126372,0.034916,0.351456
16960,2.432160804,-0.623115578,0.157807,0.158692,0.17043,0.125162,0.034895,0.353014
16961,2.472361809,-0.623115578,0.158056,0.158704,0.169843,0.123955,0.03488,0.354562
16962,2.512562814,-0.623115578,0.158305,0.158737,0.169236,0.122753,0.03487,0.3561
16963,2.552763819,-0.623115578,0.158552,0.158791,0.168612,0.121554,0.034864,0.357627
16964,2.592964824,-0.623115578,0.158798,0.158864,0.167971,0.12036,0.034863,0.359144
16965,2.633165829,-0.623115578,0.159044,0.158958,0.167312,0.11917,0.034867,0.360649
16966,2.673366834,-0.623115578,0.159288,0.15907,0.166638,0.117985,0.034875,0.362143
16967,2.713567839,-0.623115578,0.159532,0.159201,0.165948,0.116805,0.034888,0.363626
16968,2.753768844,-0.623115578,0.159775,0.159349,0.165244,0.11563,0.034905,0.365097
16969,2.793969849,-0.623115578,0.160017,0.159515,0.164525,0.11446,0.034926,0.366556
16970,2.834170854,-0.623115578,0.160258,0.159699,0.163794,0.113296,0.034951,0.368002
16971,2.874371859,-0.623115578,0.160499,0.159898,0.163049,0.112138,0.034981,0.369436
16972,2.914572864,-0.623115578,0.160738,0.160115,0.162292,0.110985,0.035014,0.370856
16973,2.954773869,-0.623115578,0.160978,0.160346,0.161523,0.109839,0.035051,0.372264
16974,2.994974874,-0.623115578,0.161216,0.160594,0.160743,0.108698,0.035091,0.373658
16975,3.035175879,-0.623115578,0.161454,0.160856,0.159952,0.107564,0.035136,0.375038
16976,3.075376884,-0.623115578,0.161691,0.161133,0.159151,0.106436,0.035184,0.376405
16977,3.115577889,-0.623115578,0.161928,0.161425,0.15834,0.105315,0.035235,0.377757
16978,3.155778894,-0.623115578,0.162164,0.16173,0.157521,0.1042,0.03529,0.379095
16979,3.195979899,-0.623115578,0.162399,0.16205,0.156692,0.103092,0.035348,0.380419
16980,3.236180905,-0.623115578,0.162634,0.162382,0.155856,0.101991,0.03541,0.381728
16981,3.27638191,-0.623115578,0.162868,0.162728,0.155011,0.100896,0.035475,0.383022
16982,3.316582915,-0.623115578,0.163102,0.163087,0.15416,0.099809,0.035543,0.3843
16983,3.35678392,-0.623115578,0.163335,0.163458,0.153301,0.098729,0.035614,0.385563
16984,3.396984925,-0.623115578,0.163567,0.163841,0.152436,0.097656,0.035688,0.386811
16985,3.43718593,-0.623115578,0.163799,0.164237,0.151565,0.096591,0.035765,0.388044
16986,3.477386935,-0.623115578,0.16403,0.164644,0.150688,0.095532,0.035845,0.38926
16987,3.51758794,-0.623115578,0.164261,0.165063,0.149806,0.094482,0.035928,0.39046
16988,3.557788945,-0.623115578,0.164491,0.165493,0.148919,0.093438,0.036014,0.391645
16989,3.59798995,-0.623115578,0.16472,0.165935,0.148028,0.092403,0.036102,0.392813
16990,3.638190955,-0.623115578,0.164949,0.166387,0.147132,0.091375,0.036193,0.393964
16991,3.67839196,-0.623115578,0.165177,0.16685,0.146232,0.090354,0.036287,0.3951
16992,3.718592965,-0.623115578,0.165404,0.167323,0.145329,0.089341,0.036384,0.396218
16993,3.75879397,-0.623115578,0.16563,0.167807,0.144423,0.088337,0.036483,0.39732
16994,3.798994975,-0.623115578,0.165856,0.168301,0.143513,0.087339,0.036585,0.398405
16995,3.83919598,-0.623115578,0.166082,0.168805,0.142601,0.08635,0.036689,0.399473
16996,3.879396985,-0.623115578,0.166306,0.169318,0.141687,0.085369,0.036796,0.400524
16997,3.91959799,-0.623115578,0.16653,0.169841,0.140771,0.084395,0.036905,0.401558
16998,3.959798995,-0.623115578,0.166753,0.170374,0.139852,0.08343,0.037017,0.402574
16999,4,-0.623115578,0.166975,0.170916,0.138933,0.082472,0.037131,0.403574
17000,-4,-0.582914573,0.187098,0.22593,0.132003,0.279779,0.096802,0.078388
17001,-3.959798995,-0.582914573,0.187367,0.224472,0.132824,0.28028,0.096385,0.078672
17002,-3.91959799,-0.582914573,0.187625,0.223032,0.133645,0.280769,0.095965,0.078965
17003,-3.879396985,-0.582914573,0.18787,0.221611,0.134466,0.281247,0.095541,0.079265
17004,-3.83919598,-0.582914573,0.188103,0.220208,0.135287,0.281712,0.095114,0.079575
17005,-3.798994975,-0.582914573,0.188324,0.218824,0.136109,0.282166,0.094683,0.079894
17006,-3.75879397,-0.582914573,0.188532,0.21746,0.13693,0.282607,0.094248,0.080223
17007,-3.718592965,-0.582914573,0.188727,0.216114,0.137752,0.283036,0.09381,0.080562
17008,-3.67839196,-0.582914573,0.188909,0.214787,0.138573,0.283452,0.093368,0.080911
17009,-3.638190955,-0.582914573,0.189078,0.213479,0.139394,0.283857,0.092922,0.08127
17010,-3.59798995,-0.582914573,0.189234,0.21219,0.140214,0.284248,0.092473,0.081641
17011,-3.557788945,-0.582914573,0.189376,0.21092,0.141034,0.284627,0.09202,0.082023
17012,-3.51758794,-0.582914573,0.189505,0.20967,0.141853,0.284992,0.091564,0.082416
17013,-3.477386935,-0.582914573,0.189619,0.208439,0.142671,0.285344,0.091104,0.082822
17014,-3.43718593,-0.582914573,0.18972,0.207227,0.143488,0.285683,0.090641,0.083241
17015,-3.396984925,-0.582914573,0.189806,0.206035,0.144304,0.286009,0.090174,0.083672
17016,-3.35678392,-0.582914573,0.189878,0.204863,0.145119,0.28632,0.089704,0.084117
17017,-3.316582915,-0.582914573,0.189935,0.20371,0.145932,0.286618,0.08923,0.084575
17018,-3.27638191,-0.582914573,0.189977,0.202577,0.146743,0.286902,0.088753,0.085048
17019,-3.236180905,-0.582914573,0.190004,0.201464,0.147553,0.287171,0.088272,0.085536
17020,-3.195979899,-0.582914573,0.190016,0.200371,0.148361,0.287425,0.087788,0.086039
17021,-3.155778894,-0.582914573,0.190013,0.199298,0.149166,0.287665,0.087301,0.086558
17022,-3.115577889,-0.582914573,0.189994,0.198245,0.149969,0.287889,0.08681,0.087093
17023,-3.075376884,-0.582914573,0.189959,0.197213,0.150769,0.288098,0.086316,0.087645
17024,-3.035175879,-0.582914573,0.189908,0.196201,0.151566,0.288291,0.085819,0.088215
17025,-2.994974874,-0.582914573,0.189841,0.19521,0.152361,0.288467,0.085319,0.088803
17026,-2.954773869,-0.582914573,0.189757,0.194239,0.153152,0.288628,0.084815,0.089409
17027,-2.914572864,-0.582914573,0.189657,0.19329,0.153939,0.288772,0.084309,0.090035
17028,-2.874371859,-0.582914573,0.18954,0.192361,0.154722,0.288898,0.083799,0.090681
17029,-2.834170854,-0.582914573,0.189406,0.191453,0.155501,0.289007,0.083286,0.091347
17030,-2.793969849,-0.582914573,0.189255,0.190567,0.156276,0.289098,0.082769,0.092035
17031,-2.753768844,-0.582914573,0.189086,0.189702,0.157046,0.28917,0.08225,0.092745
17032,-2.713567839,-0.582914573,0.1889,0.188859,0.157811,0.289224,0.081728,0.093478
17033,-2.673366834,-0.582914573,0.188696,0.188037,0.15857,0.289258,0.081203,0.094235
17034,-2.633165829,-0.582914573,0.188474,0.187237,0.159324,0.289273,0.080675,0.095016
17035,-2.592964824,-0.582914573,0.188234,0.18646,0.160072,0.289267,0.080144,0.095822
17036,-2.552763819,-0.582914573,0.187976,0.185704,0.160813,0.289241,0.079611,0.096654
17037,-2.512562814,-0.582914573,0.1877,0.184972,0.161548,0.289193,0.079074,0.097514
17038,-2.472361809,-0.582914573,0.187404,0.184261,0.162275,0.289123,0.078535,0.098401
17039,-2.432160804,-0.582914573,0.18709,0.183574,0.162995,0.28903,0.077993,0.099317
17040,-2.391959799,-0.582914573,0.186757,0.18291,0.163707,0.288915,0.077449,0.100263
17041,-2.351758794,-0.582914573,0.186405,0.182269,0.16441,0.288775,0.076902,0.10124
17042,-2.311557789,-0.582914573,0.186033,0.181651,0.165105,0.28861,0.076352,0.102249
17043,-2.271356784,-0.582914573,0.185642,0.181058,0.16579,0.28842,0.0758,0.10329
17044,-2.231155779,-0.582914573,0.185231,0.180488,0.166465,0.288204,0.075245,0.104366
